genetic (prLen*10, coresN*10, size/100, .75, .01);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67.7381;60.1333;54.8667;51.9429;50.181;48.5143;47.0095;46.1476;46.1048;45.0524;44.8619;45.1524;45.319;44.0048;43.8524;43.6476;43.8333;42.9952;42;42.3667;41.481;40.781;40.8238;40.219;40.319;40.2429;40.5857;40.8143;40.4667;40.4381;40.1238;39.4238;39.1429;39.0381;39.3429;39.9;39.6857;40.1524;39.1333;38.5143;38.8667;38.4619;38.8667;39.2905;39.7095;38.8095;38.8143;39.2571;39.1476;38.8048;39.4381;39.481;39.5238;39.381;39.6524;40.0952;39.8095;38.8048;39.2905;39.6;39.5048;39.2143;39.219;39.7429;39.4286;38.6;38.881;40.4381;40.181;39.6714;38.781;38.6;38.7381;39.1333;39.5429;38.9143;40.1048;39.6286;39.6381;39.2762;39.3286;38.6286;38.9333;38.8048;39.1476;39.2238;39.0571;39.3;38.7143;39.5429;39.7667;39.7429;38.9381;38.8333;38.9333;38.4905;38.5095;38.7143;38.7238;38.5143;38.2381;
65.8;59.7048;56.1095;53.0762;50.8143;48.9714;48.2571;47.2238;46.9905;46.1571;45.5667;46.0762;45.1952;44.8571;44.5762;43.9667;43.4095;43.1952;42.419;41.9476;42.2286;41.0048;41.9714;41.2238;40.6524;40.4048;40.5286;40.3905;40.7619;40.5905;41.0048;39.8619;40.2619;39.5333;39.2476;39.1238;39.4762;40.0571;39.519;38.8667;38.919;39.4381;39.281;39.9571;39.4429;39.219;39.781;38.9;39.1381;38.6381;38.7524;39.1571;38.319;39.6381;38.5429;38.9857;38.3381;38.4429;39.0762;39.0762;39.581;39.1143;38.9238;38.9762;38.8143;38.9429;38.5667;38.1905;38.9;39.6238;39.8619;38.581;39.1667;39.9286;38.4905;38.3238;39.0667;39.1333;38.7667;38.5095;39.2048;39.6095;39.3429;39.419;39.7619;38.819;38.8857;38.0524;38.1762;38.5667;38.281;38.7524;38.7762;38.9;39.3;38.7667;38.0286;38.0333;38.2619;38.1952;38.7238;
66.619;59.7667;55.0762;52.2619;50.381;49.2429;48.4095;47.0571;45.9905;45.6857;45.4619;45.0524;45.1;43.9667;43.2095;42.1143;41.8857;41.4143;41.8095;41.5;40.7333;40.9333;40.3429;39.8;39.9524;39.3667;39.8667;39.8857;40.1667;39.7905;39.9381;39.7571;39.4762;40.119;39.7476;39.7333;39.481;38.7571;39.2714;39.8;39.1238;38.7476;38.8333;38.7429;39.1143;39.0429;39.1381;38.6571;39.0714;39.219;39.0857;39.3571;39.4619;39.6667;39.0667;39.4476;38.5476;39.0714;39.6;39.281;39.0238;38.9905;39.1952;38.4714;38.4;38.5143;38.7095;38.2714;39.0476;39.1143;38.9619;38.4524;38.1952;38.519;38.1429;38.4048;38.6286;38.8857;39.5429;38.9714;39.0333;38.8476;38.9095;39.2286;39.1667;39.1333;39.0286;39.1952;39.0286;39.4619;39.8;40.5619;40.3143;39.781;39.6333;40.0048;39.4381;39.6476;39.7381;39.4381;39.8762;
68.0048;61.4143;56.3048;54.0952;51.2333;49.2905;48.3143;47.2381;46.1714;44.981;44.8095;44.4571;44.0952;43.5381;43.6238;44.3238;43.4571;42.4286;41.9857;41.8714;40.9048;40.4857;40.7857;40.4238;40.2333;39.381;40.6;40.0857;40.1762;40.0857;39.619;38.8905;40.3238;40.5429;39.6286;40.0476;40.4429;39.8143;40.0762;40.1286;39.4524;39.981;39.5381;38.9905;38.9857;39.5;39.4571;39.2238;39.5762;39.2095;39.3;39.2;39.3571;39.0095;38.6619;39.0238;38.2952;38.5476;38.6333;39.2238;38.781;39.4095;39.619;39.9524;39.6667;39.319;39.119;39.7286;39.2667;39.7476;39.981;39.519;38.781;38.4714;38.0571;39.1857;38.7524;39.3286;38.7429;37.9143;38.7714;39.4476;38.9905;38.8476;38.4238;38.6333;38.3714;38.3048;38.5286;38.8524;38.4286;38.5048;37.8381;38.0095;38.1476;38.4857;38.3524;38.4381;38.5143;38.4333;38.8048;
67.5714;61.0429;55.7381;53.2905;51.0238;49.019;47.7;46.8476;45.619;44.8667;44.5571;43.9667;44.0333;43.7667;43.5667;43.5714;42.7905;42.7476;42.4619;42.3429;42.1762;41.2238;40.8714;40.4714;40.8048;40.5762;39.8952;39.5857;39.8238;38.8667;39.619;39.5333;39.1571;39.1429;38.9476;39.119;39.0667;39.1952;38.9667;40.0857;39.1762;38.9095;38.3095;38.9952;39.0952;39.3905;39.319;39.3619;39.3857;38.7762;38.6857;38.6476;39.4714;38.781;38.8286;38.5524;39.0476;39.5429;38.8286;38.9286;38.5333;38.6286;38.5429;38.4619;40.0143;38.6524;39.1095;39.2238;39.5429;39.3238;39.6286;39.6238;39.6143;39.7476;39.8238;40.7429;40.4;40;40.0857;39.019;38.9333;38.819;39.3381;39.7333;39.3667;39.1381;39.2476;39.6048;39.6619;39.3524;40.0952;39.481;39.1048;38.519;38.6571;39.6857;39.7857;39.5762;39.619;39.3857;39.2762;
65.6905;59.5333;55.1667;51.6714;50.4048;48.3952;47.0095;46.7571;45.7143;45.7762;45.9524;44.7286;44.1619;43.3524;42.681;42.2952;42.3571;41.6;41.581;40.9238;40.5714;39.8048;39.381;39.6333;39.2;38.281;39.081;38.881;39.0905;39.2714;38.819;39.6476;39.8429;38.9238;39;39.4143;39.4619;39.2762;39.7524;39.2524;39.2667;39.1429;39.0905;39.0857;38.9143;38.9381;38.3238;38.1857;38.0476;38.7571;38.9619;37.8619;38.4571;38.3762;38.481;38.6476;39.0238;38.381;38.4381;38.7762;39.3571;39.2905;39.1762;39.019;38.1714;38.6619;38.6095;39;38.5952;38.5238;38.1524;38.3048;39.0905;38.8952;38.881;38.9381;39.6048;39.2095;39.0857;38.719;39.2524;38.8048;38.8714;39.0619;38.4762;38.9667;38.7667;38.7238;38.2571;38.1048;38.4;38.4;38.0476;38.7571;38.7476;38.1952;38.9667;38.8238;38.5905;38.2333;38.219;
67.5952;61.3571;57.0762;54.1667;52.2333;50.019;48.4905;47.5571;47.2381;46.5381;45.8429;45.7857;45.3476;44.5476;44.3143;43.9476;43.3143;43.2095;43.3952;43.1952;41.9524;41.381;41.3286;42.2762;42.1714;41.6333;41.1095;41.3429;41.6524;40.9429;41.419;40.4476;40.9905;40.5;41.0429;39.9905;40.2095;40.1286;40.0571;40.4714;40.1381;40.1857;40.4286;39.1095;39.0952;39.4667;39.4571;39.5571;39.1381;38.8333;38.6238;38.6667;38.6048;39.9714;39.4619;38.9476;39.7762;38.2619;38.7762;39.5857;39.1905;38.8381;38.9048;39.2667;39.0048;39.1524;39.1381;38.881;39.3905;38.7905;39.0524;39.8571;39.7524;39.5048;39.8667;39.1476;38.3762;38.4429;38.7429;38.7571;39.4381;39.5571;38.881;38.8429;39.781;38.2952;38.4905;38.5524;38.9905;39.5381;39.2429;39.2667;39.281;39.3476;38.6667;39.319;39.0238;38.6524;38.4048;38.7762;39.0714;
67.1571;59.4857;56.6381;53.5143;51.4619;49.4333;48.1524;47.3048;45.8381;45.6286;44.7095;43.5429;43.3238;42.7;41.8333;41.7429;41.1714;41.5905;41.3619;41.0429;40.7238;40.8048;40.481;41.1571;41.3905;41.4048;40.8571;40.9095;40.7095;40.7286;40.7286;41.1286;41.6143;41.7095;41.2762;41.0952;40.3286;40.9286;40.7571;40.8905;40.4857;40.0333;39.9286;39.8857;40.0714;39.7286;40.2286;39.5048;39.1143;39.8857;39.2857;39.4667;39.5048;39.4381;39.3667;40.1524;39.6381;39.3;39.9762;39.6143;39.7238;40.1095;39.4905;38.8143;38.6381;39.6238;40.1;39.5905;39.4667;39.4667;39.2762;39.1619;39.2143;38.8857;39.2762;39.2048;38.2571;39.4905;38.8048;39.2333;39.4619;38.9476;39.6;38.7381;38.719;39.4;38.8714;39.0667;39.7;38.9095;39.5333;38.8476;38.4333;38.681;38.9524;39.5762;39.4905;39.2333;38.5095;38.9762;38.6333;
66.4524;59.6619;55.7762;53.2571;51.0476;49.9905;48.8333;47.5762;46.6429;46.4857;46.3952;45.2095;44.8143;44.0048;43.3667;43.1143;43.7381;42.6667;42.719;43.2095;42.7048;41.919;41.8667;41.3429;41;41.2952;41.3571;40.519;40.4762;40.6286;40.0095;40.2238;39.8381;40.1333;39.1429;39.4571;39.8952;39.5238;38.9286;38.8238;39.4048;39.4333;39.2143;39.0619;39.2619;39.4286;39.3905;39.2333;38.6333;39.0476;39.0476;38.7905;38.7714;39.0238;39.2095;38.9905;39.2429;39.9;38.9381;39.6714;39.1905;39.0524;39.5524;39.4857;39.919;39.8476;39.3524;39.5476;39.3952;38.7238;38.5571;38.4619;38.9571;38.819;39.3095;39.1857;38.6714;39.0857;39.1286;39.1952;39.1857;38.6619;38.3;38.4429;38.5048;38.6476;38.4143;38.1476;37.7905;37.6857;37.9286;37.7476;38.281;38.3476;38.381;38.4524;39.0238;38.3381;38.3905;37.8714;38.0905;
66.9524;60.7048;55.619;52.8905;50.9;49.5619;48.4476;47.0667;46.4857;46.0476;45.6667;45.2429;44.9524;45.5857;44.4571;43.7857;43.4429;42.8905;43.0619;43.2286;43.081;42.2381;41.5429;42.4762;41.4714;41.2333;40.5762;40.8524;40.7952;40.4429;40.5;40.6429;40.719;40.8714;40.6667;40.419;40.2571;40.3238;39.719;39.7619;40.4143;40.2619;39.6762;39.8429;40.1952;40.0667;40.2238;39.9762;40.1714;40.281;40.0429;39.6952;39.3333;40.1048;39.9381;39.3143;38.9667;40.0476;39.8333;39.7381;39.8381;39.6381;39.919;39.7714;40.0571;40.4048;39.9714;39.8619;39.5476;39.4476;39.6381;39.981;40.2524;39.2524;39.2333;39.0619;39.619;39.2714;39.6095;39.5333;39.181;39.3333;39.2238;38.6476;39.6;39.319;39.4095;39.6143;39.381;38.8619;39.2476;38.4286;38.9905;38.9;38.9095;38.8714;38.5381;38.4095;38.2571;38.2333;38.8095;
